         0       1   8071.323D0      0.002D0                                     
         1       1   7288.969D0      0.001D0                                     
         1       2  13135.720D0      0.001D0                                     
         1       3  14949.794D0      0.002D0                                     
         1       4  26001.696D0    105.851D0                                     
         1       5  38492.440D0    700.000D0                                     
         1       6  41863.763D0    264.906D0                                     
         2       3  14931.203D0      0.002D0                                     
         2       4   2424.911D0      0.001D0                                     
         2       5  11386.234D0     50.000D0                                     
         2       6  17594.139D0      1.014D0                                     
         2       7  26110.287D0     30.004D0                                     
         2       8  31597.954D0      7.077D0                                     
         2       9  40818.467D0     62.471D0                                     
         3       4  25320.172D0    212.132D0                                     
         3       5  11678.880D0     50.000D0                                     
         3       6  14086.335D0      0.474D0                                     
         3       7  14907.696D0      0.472D0                                     
         3       8  20945.221D0      0.559D0                                     
         3       9  24953.964D0      1.944D0                                     
         3      10  33444.601D0     50.001D0                                     
         3      11  40788.137D0     42.819D0                                     
         4       6  18374.488D0      5.468D0                                     
         4       7  15769.510D0      0.472D0                                     
         4       8   4941.663D0      0.035D0                                     
         4       9  11347.690D0      0.378D0                                     
         4      10  12606.683D0      0.382D0                                     
         4      11  20174.076D0      6.355D0                                     
         4      12  25076.508D0     15.005D0                                     
         4      13  35158.445D0     50.000D0                                     
         4      14  39882.396D0    108.061D0                                     
         5       7  27867.929D0     70.711D0                                     
         5       8  22921.015D0      1.107D0                                     
         5       9  12415.806D0      0.975D0                                     
         5      10  12050.826D0      0.325D0                                     
         5      11   8668.030D0      0.377D0                                     
         5      12  13368.903D0      1.400D0                                     
         5      13  16562.255D0      1.069D0                                     
         5      14  23663.732D0     21.213D0                                     
         5      15  28966.930D0     22.375D0                                     
         5      16  37139.000D0    401.000D0                                     
         5      17  43716.310D0    136.069D0                                     
         5      18  52322.000D0    801.000D0                                     
         5      19  59364.000D0    401.000D0                                     
         6       8  35094.056D0     23.068D0                                     
         6       9  28913.964D0      2.108D0                                     
         6      10  15698.633D0      0.338D0                                     
         6      11  10650.155D0      0.898D0                                     
         6      12      0.000D0      0.000D0                                     
         6      13   3125.011D0      0.005D0                                     
         6      14   3019.894D0      0.004D0                                     
         6      15   9873.145D0      0.800D0                                     
         6      16  13694.119D0      3.578D0                                     
         6      17  21036.584D0     17.383D0                                     
         6      18  24924.030D0     30.010D0                                     
         6      19  32833.383D0    107.707D0                                     
         6      20  37560.063D0    200.849D0                                     
         6      21  45960.000D0    503.000D0                                     
         6      22  52583.000D0    904.000D0                                     
         7      10  39699.000D0    400.000D0                                     
         7      11  24960.522D0    180.000D0                                     
         7      12  17338.094D0      1.000D0                                     
         7      13   5345.456D0      0.270D0                                     
         7      14   2863.419D0      0.002D0                                     
         7      15    101.508D0      0.011D0                                     
         7      16   5682.026D0      2.306D0                                     
         7      17   7870.813D0     15.021D0                                     
         7      18  13117.130D0     20.016D0                                     
         7      19  15860.443D0     16.423D0                                     
         7      20  21766.492D0     52.596D0                                     
         7      21  25231.909D0     89.365D0                                     
         7      22  32080.890D0    195.905D0                                     
         7      23  37735.000D0    708.000D0                                     
         7      24  47040.000D0    503.000D0                                     
