   3.8886111 -14.0252053  -2.2257038  29.3070610  -9.9165150 231.972 S ION  16.B
  12.0441742  10.8864979 -67.3128471 -18.9163415  84.3907547 134.969CL ION  17.A
   8.1729769 -29.7910810  -4.8835883  63.1554656 -22.3223333 234.969CL ION  17.B
   8.6141901   5.2838222 -46.6284790  -7.9118454  57.4017096 139.962AR ION  18.A
 -27.2353611 100.4648943  16.5973868-213.6822357  78.5871763 139.962AR ION  18.B
   8.0343889   2.8887726 -42.2928944  -2.8899629  51.1945210 138.964 K ION  19.A
  -4.6019394  17.1981349   2.8022383 -36.3359647  13.8634444 138.964 K ION  19.B
   8.7537646   1.1696407 -44.9455738   1.1159673  53.5534611 139.963CA ION  20.A
  -2.4100051   9.1318225   1.4401116 -19.0022750   7.5034375 139.963CA ION  20.B
  11.1500379  -0.7820872 -55.9690857   6.2168616  65.6988783 144.956SC ION  21.A
  -1.6010259   6.1535347   0.9237606 -12.5225893   5.1078927 144.956SC ION  21.B
  18.5314360  -4.7385544 -91.1105957  17.4335325 105.4374886 147.948TI ION  22.A
  -1.1863826   4.6262001   0.6506106  -9.1497706   3.8488038 147.948TI ION  22.B
 104.8361359 -44.6402340-505.6423340 134.6533604 577.2382278 150.944 V ION  23.A
  -0.9378657   3.7102298   0.4812559  -7.0939152   3.0727327 150.944 V ION  23.B
 -23.9619927  13.9639609 113.5283813 -38.2078328-127.9202719 251.941CR ION  24.A
  -0.7737022   3.1047290   0.3652455  -5.7102319   2.5431862 151.941CR ION  24.B
 -10.1705546   7.4061821  47.3900757 -19.0760417 -52.7316332 254.938MN ION  25.A
  -0.6587891   2.6805790   0.2810790  -4.7238610   2.1605378 154.938MN ION  25.B
  -6.2888917   5.4304810  28.8493042 -13.4044203 -31.7162089 255.935FE ION  26.A
  -0.5743551   2.3686533   0.2169568  -3.9847657   1.8689794 155.935FE ION  26.B
  -4.4862612   4.4412121  20.2794037 -10.6113579 -22.0369291 258.933CO ION  27.A
  -0.5102227   2.1315302   0.1664121  -3.4123184   1.6392448 158.933CO ION  27.B
  -3.4632832   3.8366835  15.4421539  -8.9321958 -16.5950212 257.935NI ION  28.A
  -0.4601997   1.9463934   0.1255685  -2.9569414   1.4528879 157.935NI ION  28.B
  -2.8039709   3.4181316  12.3400574  -7.7845809 -13.1194586 262.930CU ION  29.A
  -0.4202843   1.7985102   0.0917900  -2.5861233   1.2977528 162.930CU ION  29.B
  -2.3527359   3.1124032  10.2297821  -6.9580793 -10.7654545 263.929ZN ION  30.A
  -0.3879661   1.6786594   0.0634901  -2.2802764   1.1670851 163.929ZN ION  30.B
  -2.0257367   2.8771237   8.7096100  -6.3298429  -9.0772424 268.926GA ION  31.A
  -0.3613652   1.5799039   0.0394085  -2.0237369   1.0548301 168.926GA ION  31.B
  -1.7780541   2.6887330   7.5645447  -5.8318811  -7.8111530 273.921GE ION  32.A
  -0.3392070   1.4975473   0.0187120  -1.8061257   0.9571413 173.921GE ION  32.B
  -1.5869038   2.5359410   6.6874847  -5.4336393  -6.8464599 274.922AS ION  33.A
  -0.3205734   1.4282092   0.0008045  -1.6201078   0.8714803 174.922AS ION  33.B
  -1.4345731   2.4084734   5.9931641  -5.1051389  -6.0864428 279.917SE ION  34.A
  -0.3047289   1.3691857  -0.0148763  -1.4593319   0.7953747 179.917SE ION  34.B
  -1.3125836   2.3022000   5.4426727  -4.8363460  -5.4875696 278.918BR ION  35.A
  -0.2911739   1.3186310  -0.0286152  -1.3199381   0.7276020 178.918BR ION  35.B
  -1.2135530   2.2127866   5.0011292  -4.6154218  -5.0105542 283.912KR ION  36.A
  -0.2794964   1.2750355  -0.0407273  -1.1985102   0.6670194 183.912KR ION  36.B
  -1.1314780   2.1362445   4.6397476  -4.4309208  -4.6230225 284.912RB ION  37.A
  -0.2693438   1.2370847  -0.0514626  -1.0917538   0.6121294 184.912RB ION  37.B
  -1.0652126   2.0728968   4.3550186  -4.2862667  -4.3213766 287.906SR ION  38.A
  -0.2604892   1.2039539  -0.0609766  -0.9980832   0.5627320 187.906SR ION  38.B
  -1.0129884   2.0222096   4.1408768  -4.1830014  -4.0997669 288.906 Y ION  39.A
  -0.2527058   1.1748003  -0.0694452  -0.9152983   0.5177846 188.906 Y ION  39.B
  -0.9735326   1.9839453   3.9924393  -4.1224208  -3.9527837 289.905ZR ION  40.A
  -0.2458400   1.1490629  -0.0769868  -0.8422547   0.4771629 189.905ZR ION  40.B
  -0.9497835   1.9625362   3.9298325  -4.1255020  -3.9048263 292.906NB ION  41.A
  -0.2397446   1.1261953  -0.0837111  -0.7775703   0.4403070 192.906NB ION  41.B
  -0.9502627   1.9693162   4.0071335  -4.2432421  -4.0203728 297.905MO ION  42.A
  -0.2343064   1.1057787  -0.0897150  -0.7201721   0.4067768 197.905MO ION  42.B
  -1.0051027   2.0426648   4.4113159  -4.6452453  -4.5216166 297.907TC ION  43.A
  -0.2294365   1.0874810  -0.0950347  -0.6693792   0.3764688 197.907TC ION  43.B
  -1.2097545   2.3048904   5.7386169  -5.8787075  -6.1177080 2101.90RU ION  44.A
  -0.2250461   1.0709861  -0.0998214  -0.6242652   0.3491763 1101.90RU ION  44.B
  32.6658878 -40.4679489-203.3593750 182.4931774 242.0000000 1102.91RH ION  45.A
  -0.2210776   1.0560698  -0.1040581  -0.5843547   0.3246428 1102.91RH ION  45.B
