DATA
25 4.316000d+03
35 3.772000d+03
45 3.383000d+03
55 3.076000d+03
65 2.801000d+03
75 2.564000d+03
85 2.440000d+03
95 2.213000d+03
105 2.045000d+03
115 1.904000d+03
125 1.743000d+03
135 1.610000d+03
145 1.524000d+03
155 1.394000d+03
165 1.356000d+03
175 1.268000d+03
185 1.204000d+03
195 1.065000d+03
205 1.122000d+03
215 1.036000d+03
225 9.250000d+02
235 8.540000d+02
245 8.580000d+02
255 8.270000d+02
265 7.340000d+02
275 7.260000d+02
285 6.920000d+02
295 6.280000d+02
305 6.230000d+02
315 6.090000d+02
325 6.040000d+02
335 5.540000d+02
345 5.210000d+02
355 4.740000d+02
365 4.520000d+02
375 4.500000d+02
385 4.660000d+02
395 4.350000d+02
405 4.070000d+02
415 4.320000d+02
425 3.820000d+02
435 3.590000d+02
445 3.450000d+02
455 3.440000d+02
465 3.480000d+02
475 2.960000d+02
485 2.890000d+02
495 3.030000d+02
505 2.770000d+02
515 3.010000d+02
525 3.100000d+02
535 2.720000d+02
545 2.750000d+02
555 2.550000d+02
565 2.890000d+02
575 2.410000d+02
585 2.430000d+02
595 2.180000d+02
605 2.220000d+02
615 2.560000d+02
625 2.250000d+02
635 2.200000d+02
645 2.090000d+02
655 1.850000d+02
665 2.470000d+02
675 2.060000d+02
685 2.060000d+02
695 2.000000d+02
705 1.810000d+02
715 1.840000d+02
725 1.940000d+02
735 1.750000d+02
745 1.910000d+02
755 2.020000d+02
765 1.830000d+02
775 1.870000d+02
785 1.790000d+02
795 1.840000d+02
805 1.710000d+02
815 1.750000d+02
825 1.880000d+02
835 1.720000d+02
845 1.840000d+02
855 1.850000d+02
865 1.780000d+02
875 1.660000d+02
885 1.780000d+02
895 1.570000d+02
905 1.620000d+02
915 1.730000d+02
925 1.680000d+02
935 1.750000d+02
945 1.670000d+02
955 1.770000d+02
965 1.710000d+02
975 1.610000d+02
985 1.600000d+02
995 1.580000d+02
1005 1.620000d+02
1015 1.650000d+02
1025 1.440000d+02
1035 1.700000d+02
1045 1.400000d+02
1055 1.490000d+02
1065 1.620000d+02
1075 1.500000d+02
1085 1.550000d+02
1095 1.500000d+02
1105 1.540000d+02
1115 1.610000d+02
1125 1.350000d+02
1135 1.520000d+02
1145 1.410000d+02
1155 1.570000d+02
1165 1.270000d+02
1175 1.570000d+02
1185 1.590000d+02
1195 1.370000d+02
1205 1.710000d+02
1215 1.340000d+02
1225 1.820000d+02
1235 1.520000d+02
1245 1.450000d+02
1255 1.420000d+02
1265 1.380000d+02
1275 1.680000d+02
1285 1.480000d+02
1295 1.390000d+02
1305 1.410000d+02
1315 1.770000d+02
1325 1.180000d+02
1335 1.390000d+02
1345 1.570000d+02
1355 1.380000d+02
1365 1.540000d+02
1375 1.400000d+02
1385 1.460000d+02
1395 1.540000d+02
1405 1.500000d+02
1415 1.420000d+02
1425 1.480000d+02
1435 1.510000d+02
1445 1.280000d+02
1455 1.140000d+02
1465 1.360000d+02
1475 1.530000d+02
1485 1.250000d+02
1495 1.540000d+02
1505 1.360000d+02
1515 1.210000d+02
1525 1.320000d+02
