DATA
 3.1 135
 6.3 191
 7.5 208
10.7 246
11.9 259
15.1 293 
20.6 340 
23.8 366 
28.0 395 
31.3 417 
37.0 452 
39.3 472 
62.5 566 
65.9 582 
66.7 605 
70.1 615 
ENDA
