DATA
3.1    974
6.3   1207
7.5   1038
11.9  1213
15.1  1448
20.6  1392
23.8  1738
28.0  1710
31.3  1867
37.0  1861
39.3  2052
62.5  2950
65.9  2784
66.7  3059
70.1  3082
ENDA
