       10      34  53121.000D0      807.000D0                                    
       10      31  30842.000D0      904.000D0                                    
       10      29  18057.00881D0    268.00671D0                                  
       10      32  37278.000D0      801.000D0                                    
       10      18   5317.00166D0      0.00280D0                                  
       10      17  16460.00901D0     26.00953D0                                  
       10      26    429.00611D0     26.00774D0                                  
       10      24  -5951.00521D0      0.00392D0                                  
       10      21  -5731.00776D0      0.00039D0                                  
       10      16  23996.00462D0     20.00480D0                                  
       10      23  -5154.00045D0      0.00104D0                                  
       10      25  -2108.00075D0     25.00643D0                                  
       10      33  45997.000D0      801.000D0                                    
       10      22  -8024.00715D0      0.00018D0                                  
       11      27  -5517.00436D0      3.00503D0                                  
       11      21  -2184.00161D0      0.00700D0                                  
       11      29   2665.00004D0     13.00041D0                                  
       11      34  32761.000D0      898.000D0                                    
       11      28   -989.00247D0     13.00041D0                                  
       11      20   6847.00719D0      6.00662D0                                  
       11      19  12926.00808D0     12.00000D0                                  
       11      36  47953.000D0      952.000D0                                    
       11      26  -6862.00316D0      5.00832D0                                  
       11      18  24189.00968D0     50.00301D0                                  
       11      30   8361.00090D0     25.00150D0                                  
       11      37  55275.000D0      958.000D0                                    
       11      24  -8418.00114D0      0.00076D0                                  
       11      23  -9529.85358D0      0.00273D0                                  
       11      25  -9357.00818D0      1.00200D0                                  
       11      33  24889.00293D0    874.00999D0                                  
       11      32  19064.00478D0    356.00178D0                                  
       11      35  39582.000D0      946.000D0                                    
       11      31  12654.00768D0    211.00321D0                                  
       11      22  -5182.00436D0      0.00415D0                                  
       12      28 -15018.00641D0      2.00004D0                                  
       12      33   4894.00070D0     19.00561D0                                  
       12      27 -14586.00651D0      0.00049D0                                  
       12      24 -13933.00567D0      0.00013D0                                  
       12      35  16152.000D0      401.000D0                                    
       12      34   8808.00603D0    231.00396D0                                  
       12      23  -5473.00766D0      1.00286D0                                  
       12      20  17570.00348D0     27.00000D0                                  
       12      25 -13192.00826D0      0.00032D0                                  
       12      36  21424.000D0      503.000D0                                    
       12      30  -8910.00672D0      8.00383D0                                  
       12      32   -954.00781D0     17.00698D0                                  
       12      19  33040.00092D0    251.00503D0                                  
       12      37  29249.000D0      904.000D0                                    
       12      31  -3217.00380D0     12.00109D0                                  
       12      21  10910.00506D0     16.00415D0                                  
       12      26 -16214.00582D0      0.00027D0                                  
       12      39  43568.000D0      513.000D0                                    
       12      29 -10619.00032D0     13.00972D0                                  
       12      22   -396.00963D0      1.00342D0                                  
       12      38  34996.000D0      503.000D0                                    
       12      40  50235.000D0      904.000D0                                    
       13      25  -8916.00172D0      0.00475D0                                  
       13      39  21396.00417D0   1471.00761D0                                  
       13      42  43678.000D0      904.000D0                                    
       13      41  35704.000D0      801.000D0                                    
       13      28 -16850.00441D0      0.00131D0                                  
       13      31 -14953.00628D0     20.00343D0                                  
       13      36   5781.00974D0    214.00687D0                                  
       13      30 -15872.00419D0     14.00045D0                                  
       13      35   -130.00190D0    175.00106D0                                  
       13      21  26119.000D0      298.000D0                                    
       13      27 -17196.00658D0      0.00116D0                                  
       13      22  18183.000D0       93.000D0                                    
       13      33  -8529.00377D0     72.00745D0                                  
       13      26 -12210.00309D0      0.00060D0                                  
       13      38  16050.00594D0    730.00517D0                                  
       13      24    -56.00946D0      2.00782D0                                  
       13      37   9946.00326D0    330.00967D0                                  
       13      34  -2932.00495D0    113.00038D0                                  
       13      29 -18215.00322D0      1.00206D0                                  
       13      40  29295.000D0      699.000D0                                    
       13      23   6769.00570D0     18.00648D0                                  
       13      32 -11061.00966D0     85.00949D0                                  
       14      27 -12384.00301D0      0.00151D0                                  
       14      25   3824.00318D0     10.00000D0                                  
       14      34 -19956.00770D0     14.00118D0                                  
       14      29 -21895.00046D0      0.00021D0                                  
       14      28 -21492.79678D0      0.00181D0                                  
       14      24  10754.00673D0     19.00472D0                                  
       14      32 -24080.00907D0      0.00050D0                                  
       14      37  -6579.00998D0    168.00659D0                                  
       14      31 -22949.00006D0      0.00039D0                                  
       14      44  32844.000D0      801.000D0                                    
       14      30 -24432.00928D0      0.00030D0                                  
       14      41  13562.00553D0   1844.00358D0                                  
       14      23  23772.000D0      196.000D0                                    
       14      40   5467.00052D0    556.00034D0                                  
       14      39   1928.00205D0    338.00015D0                                  
       14      22  32164.000D0      200.000D0                                    
       14      33 -20492.00662D0     15.00791D0                                  
       14      38  -4067.00274D0    137.00469D0                                  
       14      43  26697.000D0      699.000D0                                    
       14      42  18434.000D0      503.000D0                                    
       14      26  -7144.00632D0      3.00000D0                                  
       14      36 -12482.00507D0    123.00455D0                                  
       14      35 -14360.00307D0     38.00412D0                                  
       15      36 -20250.00977D0     13.00114D0                                  
       15      38 -14757.00820D0    103.00385D0                                  
       15      32 -24305.00218D0      0.00187D0                                  
       15      27   -717.00030D0     26.00341D0                                  
       15      39 -12873.00735D0    103.00412D0                                  
       15      29 -16952.00626D0      0.00600D0                                  
       15      40  -8106.00838D0    139.00101D0                                  
       15      25  18872.000D0      196.000D0                                    
       15      43   5765.00948D0    968.00754D0                                  
       15      37 -18994.00145D0     37.00948D0                                  
       15      46  25504.000D0      904.000D0                                    
       15      30 -20200.00575D0      0.00313D0                                  
       15      28  -7158.00753D0      3.00320D0                                  
       15      35 -24857.00740D0      1.00867D0                                  
       15      42    938.00865D0    446.00839D0                                  
       15      41  -5276.00508D0    216.00230D0                                  
       15      33 -26337.00486D0      1.00098D0                                  
       15      26  10973.000D0      196.000D0                                    
       15      45  17903.000D0      801.000D0                                    
       15      31 -24440.00885D0      0.00183D0                                  
       15      24  31997.000D0      503.000D0                                    
       15      44  12100.000D0      699.000D0                                    
       15      34 -24557.00669D0      5.00004D0                                  
       16      27  17543.000D0      202.000D0                                    
       16      39 -23162.00245D0     50.00000D0                                  
       16      47   8002.000D0      801.000D0                                    
       16      31 -19044.00648D0      1.00506D0                                  
       16      38 -26861.00197D0      7.00172D0                                  
       16      32 -26015.00697D0      0.00138D0                                  
       16      41 -19019.00105D0    118.00272D0                                  
       16      43 -11965.00235D0    201.00953D0                                  
       16      28   4073.00203D0    160.00000D0                                  
       16      26  25970.000D0      298.000D0                                    
       16      30 -14062.00532D0      3.00003D0                                  
       16      48  13199.000D0      904.000D0                                    
       16      37 -26896.00360D0      0.00199D0                                  
       16      29  -3159.00582D0     50.00000D0                                  
       16      33 -26585.00994D0      0.00136D0                                  
       16      44  -9116.00168D0    394.00541D0                                  
       16      35 -28846.00356D0      0.00100D0                                  
       16      42 -17677.00503D0    124.00215D0                                  
       16      34 -29931.00788D0      0.00108D0                                  
       16      40 -22866.00568D0    141.00294D0                                  
       16      45  -3252.00672D0   1742.00377D0                                  
       16      49  22001.000D0      952.000D0                                    
       16      36 -30664.00075D0      0.00189D0                                  
       16      46    699.000D0      699.000D0                                    
       17      51  13497.000D0      997.000D0                                    
       17      39 -29800.00203D0      1.00732D0                                  
       17      29  13143.000D0      196.000D0                                    
       17      33 -21003.00432D0      0.00458D0                                  
       17      28  26557.000D0      503.000D0                                    
       17      30   4443.000D0      196.000D0                                    
       17      43 -24168.00168D0    157.00377D0                                  
       17      34 -24439.00776D0      0.00179D0                                  
       17      41 -27307.00189D0     68.00723D0                                  
       17      40 -27557.00810D0     32.00066D0                                  
       17      42 -24912.00990D0    143.00760D0                                  
       17      32 -13329.00771D0      6.00593D0                                  
       17      48  -4704.000D0      699.000D0                                    
       17      38 -29798.00097D0      0.00096D0                                  
       17      46 -14708.00253D0    717.00339D0                                  
       17      31  -7067.00165D0     50.00000D0                                  
       17      50   7303.000D0      904.000D0                                    
       17      35 -29013.00540D0      0.00038D0                                  
       17      47 -10517.000D0      596.000D0                                    
       17      36 -29521.00857D0      0.00072D0                                  
       17      45 -18362.00647D0    123.00756D0                                  
       17      44 -20231.00052D0    108.00028D0                                  
       17      37 -31761.00532D0      0.00047D0                                  
       17      49    298.000D0      801.000D0                                    
       18      33  -9384.00141D0      0.00443D0                                  
       18      40 -35039.89602D0      0.00268D0                                  
       18      30  20083.000D0      298.000D0                                    
       18      31  11293.000D0      206.000D0                                    
       18      41 -33067.00467D0      0.00332D0                                  
       18      36 -30231.00540D0      0.00027D0                                  
       18      35 -23047.00411D0      0.00747D0                                  
       18      46 -29720.00127D0     40.00891D0                                  
       18      45 -29770.00589D0      0.00547D0                                  
       18      37 -30947.00659D0      0.00205D0                                  
       18      43 -32009.00808D0      5.00310D0                                  
       18      42 -34422.00675D0      5.00775D0                                  
       18      44 -32673.00053D0      1.00595D0                                  
       18      47 -25907.00836D0    100.00083D0                                  
       18      34 -18377.00217D0      0.00386D0                                  
       18      49 -18146.000D0      503.000D0                                    
       18      52  -2999.000D0      904.000D0                                    
       18      48 -23716.000D0      298.000D0                                    
       18      50 -14503.000D0      699.000D0                                    
       18      53   4602.000D0      997.000D0                                    
       18      51  -7797.000D0      699.000D0                                    
       18      38 -34714.00551D0      0.00337D0                                  
       18      32  -2200.00204D0      1.00780D0                                  
       18      39 -33242.00011D0      5.00004D0                                  
       19      41 -35559.00074D0      0.00194D0                                  
       19      54  -5403.000D0      904.000D0                                    
       19      51 -22002.000D0      503.000D0                                    
       19      55   -270.000D0      997.000D0                                    
       19      32  20418.000D0      503.000D0                                    
       19      40 -33535.00205D0      0.00192D0                                  
       19      45 -36608.00186D0     10.00256D0                                  
       19      49 -30319.00265D0     70.00119D0                                  
       19      36 -17426.00171D0      7.00781D0                                  
       19      34  -1481.000D0      298.000D0                                    
       19      52 -16199.000D0      699.000D0                                    
       19      46 -35418.00323D0     15.00546D0                                  
       19      50 -25352.00141D0    278.00439D0                                  
       19      35 -11168.00900D0     20.00001D0                                  
       19      37 -24800.00199D0      0.00094D0                                  
       19      42 -35021.00556D0      0.00221D0                                  
       19      38 -28800.00691D0      0.00447D0                                  
       19      43 -36593.00239D0      8.00949D0                                  
       19      48 -32123.00935D0     24.00106D0                                  
       19      44 -35809.00606D0     35.00779D0                                  
       19      33   6763.000D0      196.000D0                                    
       19      47 -35696.00272D0      7.00963D0                                  
       19      53 -11998.000D0      699.000D0                                    
       19      39 -33807.00011D0      0.00190D0                                  
       20      41 -35137.00759D0      0.00242D0                                  
       20      45 -40811.00950D0      0.00412D0                                  
       20      51 -35863.00251D0     93.00793D0                                  
       20      56 -13441.000D0      904.000D0                                    
       20      34  13153.000D0      298.000D0                                    
       20      47 -42340.00123D0      2.00263D0                                  
       20      57  -7120.000D0     1000.000D0                                    
       20      49 -41289.00265D0      4.00086D0                                  
       20      52 -32509.00141D0    698.00621D0                                  
       20      36  -6439.00359D0     40.00001D0                                  
       20      42 -38547.00072D0      0.00249D0                                  
       20      53 -27898.000D0      503.000D0                                    
       20      46 -43135.00077D0      2.00276D0                                  
       20      50 -39570.00832D0      9.00268D0                                  
       20      35   4602.000D0      196.000D0                                    
       20      43 -38408.00639D0      0.00301D0                                  
       20      48 -44214.00129D0      4.00082D0                                  
       20      39 -27274.00400D0      1.00862D0                                  
       20      38 -22059.00220D0      4.00557D0                                  
       20      54 -23893.000D0      699.000D0                                    
       20      44 -41468.00479D0      0.00376D0                                  
       20      40 -34846.00275D0      0.00209D0                                  
       20      55 -18118.000D0      699.000D0                                    
       20      37 -13161.00760D0     22.00362D0                                  
       21      42 -32121.00239D0      0.00270D0                                  
       21      41 -28642.00392D0      0.00225D0                                  
       21      45 -41067.00792D0      0.00837D0                                  
       21      44 -37816.00093D0      1.00767D0                                  
       21      36  13898.000D0      503.000D0                                    
       21      60  -3996.000D0      904.000D0                                    
       21      58 -15174.000D0      801.000D0                                    
       21      37   2841.000D0      298.000D0                                    
       21      46 -41757.00115D0      0.00844D0                                  
       21      59 -10042.000D0      904.000D0                                    
       21      43 -36187.00929D0      1.00874D0                                  
       21      55 -29580.00571D0    735.00979D0                                  
       21      47 -44332.00121D0      2.00029D0                                  
       21      51 -43218.00184D0     20.00412D0                                  
       21      49 -46552.00368D0      3.00997D0                                  
       21      52 -40356.00541D0    193.00271D0                                  
       21      56 -25271.000D0      699.000D0                                    
       21      54 -34218.00841D0    370.00138D0                                  
       21      53 -37623.000D0      298.000D0                                    
       21      48 -44496.00101D0      5.00400D0                                  
       21      50 -44536.00885D0     15.00546D0                                  
       21      39 -14168.00021D0     24.00001D0                                  
       21      38  -4937.000D0      298.000D0                                    
       21      40 -20523.00228D0      2.00836D0                                  
       21      57 -20688.000D0      699.000D0                                    
       22      45 -39005.00737D0      0.00980D0                                  
       22      44 -37548.00459D0      0.00731D0                                  
       22      46 -44123.00422D0      0.00833D0                                  
       22      42 -25121.00552D0      5.00452D0                                  
       22      61 -15649.000D0      904.000D0                                    
       22      49 -48558.00799D0      0.00822D0                                  
       22      60 -21648.000D0      801.000D0                                    
       22      47 -44932.00394D0      0.00822D0                                  
       22      50 -51426.00672D0      0.00823D0                                  
       22      39   1500.000D0      205.000D0                                    
       22      62 -11653.000D0      904.000D0                                    
       22      51 -49727.00849D0      0.00958D0                                  
       22      55 -41670.00332D0    152.00102D0                                  
       22      58 -30767.000D0      699.000D0                                    
       22      43 -29321.00103D0      6.00903D0                                  
       22      54 -45594.00395D0    124.00717D0                                  
       22      63  -5198.000D0      997.000D0                                    
       22      40  -8850.00275D0    160.00000D0                                  
       22      48 -48487.00727D0      0.00822D0                                  
       22      56 -38936.00785D0    195.00950D0                                  
       22      41 -15700.000D0      100.000D0                                    
       22      57 -33543.00903D0    455.00424D0                                  
       22      59 -25216.000D0      699.000D0                                    
       22      38   9101.000D0      252.000D0                                    
       22      52 -49464.00837D0      7.00119D0                                  
       22      53 -46828.00839D0    100.00051D0                                  
       23      45 -31879.00629D0     17.00029D0                                  
       23      46 -37073.00013D0      1.00027D0                                  
       23      49 -47956.00943D0      1.00161D0                                  
       23      58 -40208.00743D0    247.00930D0                                  
       23      65 -11252.000D0      801.000D0                                    
       23      48 -44475.00385D0      2.00551D0                                  
       23      51 -52201.00383D0      1.00001D0                                  
       23      59 -37066.00562D0    307.00377D0                                  
       23      50 -49221.00554D0      1.00005D0                                  
       23      47 -42002.00051D0      0.00836D0                                  
       23      61 -29361.000D0      401.000D0                                    
       23      64 -15398.000D0      699.000D0                                    
       23      60 -32577.00268D0    474.00712D0                                  
       23      62 -24424.000D0      503.000D0                                    
       23      42  -8169.000D0      196.000D0                                    
       23      41   -205.000D0      205.000D0                                    
       23      63 -20912.000D0      596.000D0                                    
       23      43 -18024.000D0      233.000D0                                    
       23      52 -51441.00310D0      1.00009D0                                  
       23      40  10330.000D0      503.000D0                                    
       23      44 -24116.00380D0    121.00094D0                                  
       23      53 -51848.00839D0      3.00193D0                                  
       23      56 -46080.00109D0    204.00259D0                                  
       23      54 -49890.00954D0     15.00020D0                                  
       23      57 -44188.00742D0    232.00979D0                                  
       23      55 -49151.00491D0    100.00003D0                                  
       24      48 -42819.00180D0      7.00379D0                                  
       24      66 -24796.000D0      596.000D0                                    
       24      47 -34558.00385D0     14.00036D0                                  
       24      65 -27796.000D0      503.000D0                                    
       24      44 -13461.000D0       50.000D0                                    
       24      52 -55416.00933D0      0.00779D0                                  
       24      49 -45330.00484D0      2.00417D0                                  
       24      42   5990.000D0      298.000D0                                    
       24      61 -42180.00653D0    254.00607D0                                  
       24      50 -50259.00499D0      1.00001D0                                  
       24      54 -56932.00545D0      0.00765D0                                  
       24      53 -55284.00741D0      0.00771D0                                  
       24      51 -51448.00807D0      1.00001D0                                  
       24      55 -55107.00491D0      0.00788D0                                  
       24      62 -40414.00553D0    336.00992D0                                  
       24      67 -19049.000D0      699.000D0                                    
       24      63 -35527.000D0      298.000D0                                    
       24      43  -2133.000D0      219.000D0                                    
       24      64 -33152.000D0      401.000D0                                    
       24      45 -18965.00218D0    503.00007D0                                  
       24      58 -51834.00726D0    202.00917D0                                  
       24      46 -29473.00742D0     19.00995D0                                  
       24      59 -47891.00490D0    244.00333D0                                  
       24      56 -55281.00245D0      1.00863D0                                  
       24      60 -46503.00876D0    213.00397D0                                  
       24      57 -52524.00140D0      1.00863D0                                  
       25      65 -40672.00693D0    536.00695D0                                  
       25      49 -37615.00586D0     24.00010D0                                  
       25      45  -5114.000D0      298.000D0                                    
       25      50 -42626.00814D0      1.00026D0                                  
       25      46 -12370.000D0      112.000D0                                    
       25      51 -48241.00341D0      0.00998D0                                  
       25      54 -55555.00370D0      1.00263D0                                  
       25      53 -54687.00904D0      0.00817D0                                  
       25      56 -56909.00710D0      0.00687D0                                  
       25      55 -57710.00580D0      0.00680D0                                  
       25      52 -50705.00444D0      1.00961D0                                  
       25      67 -33403.000D0      503.000D0                                    
       25      64 -42616.00698D0    266.00746D0                                  
       25      68 -28597.000D0      596.000D0                                    
       25      57 -57486.00800D0      1.00850D0                                  
       25      69 -25299.000D0      801.000D0                                    
       25      47 -22263.000D0      158.000D0                                    
       25      48 -29323.00431D0    111.00779D0                                  
       25      58 -55906.00827D0     30.00008D0                                  
       25      66 -36254.000D0      401.000D0                                    
       25      59 -55479.00562D0     30.00006D0                                  
       25      44   6399.000D0      503.000D0                                    
       25      60 -53177.00832D0     86.00070D0                                  
       25      61 -51555.00736D0    227.00914D0                                  
       25      62 -48038.00804D0    223.00088D0                                  
       25      63 -46351.00151D0    258.00342D0                                  
       26      68 -43128.00173D0    698.00621D0                                  
       26      47  -6623.000D0      261.000D0                                    
       26      54 -56252.00456D0      0.00690D0                                  
       26      48 -18160.000D0       70.000D0                                    
       26      65 -50877.00951D0    243.00259D0                                  
       26      55 -57479.00368D0      0.00686D0                                  
       26      57 -60180.00130D0      0.00686D0                                  
       26      66 -49573.00517D0    302.00640D0                                  
       26      49 -24582.000D0      149.000D0                                    
       26      45  13579.000D0      222.000D0                                    
       26      67 -45692.00348D0    415.00570D0                                  
       26      69 -38396.000D0      503.000D0                                    
       26      58 -62153.00418D0      0.00704D0                                  
       26      71 -31000.000D0      801.000D0                                    
       26      70 -35900.000D0      596.000D0                                    
       26      46    755.000D0      354.000D0                                    
       26      53 -50945.00323D0      1.00773D0                                  
       26      56 -60605.00352D0      0.00685D0                                  
       26      59 -60663.00114D0      0.00712D0                                  
       26      50 -34475.00541D0     60.00004D0                                  
       26      64 -54770.00668D0    276.00563D0                                  
       26      60 -61411.00832D0      3.00464D0                                  
       26      52 -48331.00615D0      6.00547D0                                  
       26      61 -58921.00391D0     20.00009D0                                  
       26      72 -28299.000D0      801.000D0                                    
       26      62 -58900.00749D0     14.00489D0                                  
       26      51 -40222.00341D0     15.00016D0                                  
       26      63 -55545.00834D0    168.00133D0                                  
       27      65 -59169.00934D0     13.00146D0                                  
       27      49  -9576.000D0      261.000D0                                    
       27      50 -17195.000D0      168.000D0                                    
       27      68 -51350.00415D0    318.00259D0                                  
       27      57 -59344.00204D0      0.00713D0                                  
       27      69 -50002.00598D0    335.00338D0                                  
       27      54 -48009.00541D0      0.00717D0                                  
       27      51 -27274.000D0      149.000D0                                    
       27      70 -45643.00206D0    838.00345D0                                  
       27      58 -59845.00868D0      1.00250D0                                  
       27      71 -43873.00368D0    838.00345D0                                  
       27      47  10703.000D0      503.000D0                                    
       27      55 -54027.00557D0      0.00730D0                                  
       27      52 -33916.000D0       65.000D0                                    
       27      56 -56039.00352D0      2.00114D0                                  
       27      59 -62228.00412D0      0.00624D0                                  
       27      72 -39300.000D0      596.000D0                                    
       27      48   1639.000D0      401.000D0                                    
       27      60 -61649.00012D0      0.00628D0                                  
       27      53 -42644.00824D0     18.00010D0                                  
       27      67 -55061.00049D0    318.00259D0                                  
       27      61 -62898.00422D0      0.00928D0                                  
       27      63 -61840.00387D0     20.00009D0                                  
       27      73 -37036.000D0      699.000D0                                    
       27      64 -59792.00686D0     20.00009D0                                  
